State,State_Code,Hospitalization_Type,Expected_Payer,Y2003_Q1,Y2003_Q2,Y2003_Q3,Y2003_Q4,Y2004_Q1,Y2004_Q2,Y2004_Q3,Y2004_Q4,Y2005_Q1,Y2005_Q2,Y2005_Q3,Y2005_Q4,Y2006_Q1,Y2006_Q2,Y2006_Q3,Y2006_Q4,Y2007_Q1,Y2007_Q2,Y2007_Q3,Y2007_Q4,Y2008_Q1,Y2008_Q2,Y2008_Q3,Y2008_Q4,Y2009_Q1,Y2009_Q2,Y2009_Q3,Y2009_Q4,Y2010_Q1,Y2010_Q2,Y2010_Q3,Y2010_Q4,Y2011_Q1,Y2011_Q2,Y2011_Q3,Y2011_Q4,Y2012_Q1,Y2012_Q2,Y2012_Q3,Y2012_Q4,Y2013_Q1,Y2013_Q2,Y2013_Q3,Y2013_Q4,Y2014_Q1,Y2014_Q2,Y2014_Q3,Y2014_Q4
Indiana,IN,Injury,Medicare,3300,3250,3150,3350,3350,3250,3300,3350,3350,3500,3400,3600,2600,2700,2800,2850,2750,2700,2550,2750,2850,2750,2750,2900,3100,3050,3150,3050,3050,3100,3200,3400,3250,3250,3150,3550,3200,3500,3400,3500,3350,3400,3450,3400,3450,3400,3400,
Indiana,IN,Injury,Private,1800,1850,1950,1750,1800,1900,2150,1800,1600,1950,2250,1800,1300,1800,1800,1550,1400,1650,2250,1900,1350,1650,1800,1550,1450,1600,1750,1400,1350,1450,1650,1500,1350,1450,1800,1250,1200,1450,1450,1250,1200,1400,1650,1300,1150,1350,1500,
Indiana,IN,Injury,Uninsured,550,700,700,750,1100,1250,1400,950,500,700,700,650,500,600,650,550,500,600,500,350,600,750,850,750,750,800,950,800,700,850,950,800,700,900,1000,850,750,1050,1000,800,750,850,850,750,600,700,750,
Indiana,IN,Maternal,Medicaid,7050,7050,8000,7650,7750,7700,8000,7600,7600,7300,7850,7500,7300,7200,7750,7700,7200,6900,7400,7400,7900,7350,7400,7050,7250,7250,7900,7550,7300,7350,7700,7550,6950,7100,7650,7950,7850,7550,8450,8150,7700,8000,8550,8000,8000,7700,8300,
Indiana,IN,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,IN,Maternal,Private,12150,12600,13150,11950,12000,12300,12800,11950,11650,12650,12900,12000,12150,13050,13500,12150,11950,12700,14350,13000,12150,12950,13150,12100,11250,11500,12000,11200,10600,11300,11450,11000,10300,11050,11600,9550,9000,9850,9950,9300,10000,10700,11300,10350,10350,10700,11200,
Indiana,IN,Maternal,Uninsured,750,750,900,750,750,650,650,700,600,600,650,600,600,500,650,600,600,550,850,650,1400,1300,1650,1300,850,850,800,650,650,700,700,700,750,700,850,450,450,450,550,550,550,550,600,600,450,450,450,
Indiana,IN,Medical Cond-Asthma,Medicaid,200,200,200,250,200,150,150,200,300,200,200,200,250,200,150,200,200,200,200,150,250,200,150,200,200,200,250,250,250,200,200,250,250,250,200,200,250,200,200,250,250,200,150,250,200,200,200,
Indiana,IN,Medical Cond-Asthma,Medicare,400,400,300,600,550,450,300,350,750,500,300,350,550,400,300,450,500,400,300,350,750,500,350,450,550,500,400,400,550,450,300,400,500,500,300,400,450,400,300,450,550,400,300,350,400,400,300,
Indiana,IN,Medical Cond-Asthma,Private,600,500,450,700,500,450,350,450,800,500,350,500,550,350,400,500,500,400,400,500,600,450,300,500,500,450,350,500,500,350,350,350,500,400,300,350,350,250,250,300,350,300,250,250,300,250,250,
Indiana,IN,Medical Cond-Asthma,Uninsured,100,150,100,150,150,200,100,150,150,100,100,100,100,100,100,100,100,100,50,50,200,150,150,200,150,150,200,200,150,200,200,200,150,150,150,200,150,150,150,150,150,150,150,150,100,100,150,
Indiana,IN,Medical Cond-CHF,Medicaid,250,250,250,250,250,250,250,250,250,300,300,300,300,250,250,250,300,300,250,250,300,250,200,250,250,300,250,250,300,300,300,250,300,300,250,300,300,300,250,300,350,350,350,300,300,300,250,
Indiana,IN,Medical Cond-CHF,Medicare,4550,4700,4100,4500,4600,4600,4250,4350,4850,4600,3950,4350,4450,4150,3650,4050,4300,4100,3450,3550,4200,3900,3400,3850,3850,3950,3400,3600,4050,3650,3400,3600,3750,3550,3200,3550,3700,3400,3100,3650,3550,3550,3100,3200,3500,3350,2900,
Indiana,IN,Medical Cond-CHF,Private,600,550,500,550,550,500,500,500,550,550,450,500,500,450,450,450,500,450,450,500,450,450,400,450,450,400,350,400,450,400,300,350,450,400,300,350,350,300,300,250,300,300,300,300,350,300,300,
Indiana,IN,Medical Cond-CHF,Uninsured,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,150,100,150,150,150,100,100,100,150,100,100,100,100,150,100,100,100,150,100,100,100,100,100,150,100,150,100,
Indiana,IN,Medical Cond-Diabetes,Medicaid,250,300,300,300,300,300,300,300,300,350,350,350,350,350,350,350,400,350,350,350,450,400,350,350,350,400,400,350,400,400,450,500,450,450,450,450,500,500,450,450,450,500,450,400,450,450,450,
Indiana,IN,Medical Cond-Diabetes,Medicare,750,750,750,800,750,750,750,700,750,800,800,700,700,650,650,650,700,650,650,700,650,650,650,650,750,700,600,700,650,700,700,600,700,650,650,650,700,650,650,650,750,700,700,600,650,600,600,
Indiana,IN,Medical Cond-Diabetes,Private,650,600,600,600,650,650,600,600,600,600,600,600,600,600,600,600,650,550,750,750,600,650,550,600,600,550,550,600,600,600,600,550,550,550,550,500,500,450,500,550,600,550,600,550,550,600,600,
Indiana,IN,Medical Cond-Diabetes,Uninsured,150,150,150,200,150,200,200,200,150,150,200,200,200,150,200,200,200,200,150,100,350,300,300,300,300,350,350,350,300,300,300,300,350,300,300,350,350,300,350,300,300,300,350,350,300,300,300,
Indiana,IN,Medical Condition (All),Medicaid,4500,4800,4900,5050,5000,4900,5050,5250,5850,5450,5600,5500,5650,5650,5800,5500,6050,5750,5750,5700,6200,5850,5650,5600,5800,6050,6150,6100,6600,6600,7150,6850,7300,7100,7000,6850,6900,6950,7050,7100,7150,7100,7100,7100,7500,7350,7150,
Indiana,IN,Medical Condition (All),Medicare,41600,41850,40650,44650,44300,41950,41300,41750,49450,45250,41550,42550,44350,42400,39700,42300,43150,41000,37800,40100,47550,43350,40200,41850,42600,42400,40150,41350,42750,42400,41550,42350,44350,43600,41500,44700,46600,44350,42750,45400,47250,43200,40800,40050,41050,41200,39450,
Indiana,IN,Medical Condition (All),Private,17800,17400,17150,17500,17500,16900,17150,17200,19000,17500,17250,16850,17900,17000,17150,16700,17100,16250,18350,18750,17850,17150,16600,17000,16350,15950,16300,16600,16350,16050,16050,15450,16450,15850,15600,13600,14150,13450,13450,13100,14800,14200,13750,13400,13250,13150,13200,
Indiana,IN,Medical Condition (All),Uninsured,2800,3050,3000,3200,3500,3550,3750,3250,2600,2550,2700,2550,2550,2550,2500,2500,2750,2600,2150,1750,4650,4450,4750,4450,4100,4250,4350,4300,4000,4400,4500,4450,4600,4600,4750,4250,4600,4800,5000,4350,4350,4300,4500,4250,3950,3800,3950,
Indiana,IN,Mental Health,Medicaid,1300,1500,1550,1500,1500,1600,1750,1650,1850,1800,1750,1500,1700,1650,1600,1450,1350,1350,1350,1300,1500,1400,1300,1200,1400,1500,1400,1300,1500,1800,1800,1750,1700,1850,1850,1650,1800,1900,1850,1900,1950,2100,2100,1900,2050,2250,2350,
Indiana,IN,Mental Health,Medicare,1300,1450,1500,1550,1550,1550,1600,1500,1500,1600,1600,1550,1700,1700,1750,1600,1550,1550,1600,1500,1650,1650,1600,1550,1550,1700,1700,1600,1700,1800,1700,1650,1600,1750,1900,1800,1800,1850,1800,1650,1700,1600,1850,1700,1450,1500,1500,
Indiana,IN,Mental Health,Private,2450,2500,2450,2250,2400,2550,2750,2450,2550,2500,2600,2400,2650,2550,2450,2300,2450,2400,2900,3050,2450,2450,2250,2250,2250,2250,2250,1900,2050,2150,2100,1950,2000,2150,2200,1900,2100,2000,1950,1950,1900,2000,1900,1800,1800,1850,2150,
Indiana,IN,Mental Health,Uninsured,1200,1200,1200,1100,1150,1300,1400,1100,1000,1050,1050,850,900,1000,1100,950,1000,950,950,750,1500,1400,1750,1550,1350,1750,1800,1550,1550,1850,1850,1700,1650,1850,1950,1950,2050,2150,2250,2000,1950,1950,2000,1800,1800,1800,1650,
Indiana,IN,Surgical,Medicaid,1650,1750,1750,1700,1900,1900,1950,1950,2000,2100,2050,1900,2100,2000,2050,1900,2050,2050,2100,2050,2200,2100,1900,1850,2100,2100,2100,2100,2150,2350,2450,2350,2450,2500,2350,2100,2200,2200,2050,2100,2250,2400,2250,2100,2200,2350,2150,
Indiana,IN,Surgical,Medicare,15000,15550,15650,15450,15550,16000,16150,16050,16050,16500,16500,15800,15050,15100,15400,15500,14900,15050,14300,14400,14450,14800,14250,13650,13950,14300,14600,14250,13850,14450,14350,14250,13700,14600,14300,15400,15400,15300,14950,15250,14400,15100,15000,14800,14100,14600,14300,
Indiana,IN,Surgical,Private,14750,14550,13900,14550,14450,14350,14150,15050,14650,14750,14200,15050,14150,14350,13900,14800,13750,14300,14250,15650,13400,13700,13150,14350,12650,12700,12600,13700,12250,12450,12050,13350,11550,11950,11800,11700,10150,10100,9600,11150,10700,11000,10650,11850,9800,10300,10300,
Indiana,IN,Surgical,Uninsured,1050,1050,1050,1050,1000,1000,1050,1050,950,950,1050,900,1000,950,1000,850,950,950,900,800,2000,1800,1900,1850,1500,1550,1550,1450,1400,1500,1650,1650,1600,1600,1650,1450,1450,1600,1600,1500,1400,1550,1500,1450,1300,1300,1250,
Iowa,IA,All Adult Hospitalizations,Medicaid,5350,5200,5550,5650,5650,5450,5650,5650,6100,5950,6850,6700,6600,6850,7000,6650,6650,6600,7350,7000,7400,7200,7350,7350,7550,7500,7750,7450,7450,7750,8000,7750,7550,7750,8050,7550,7550,7450,7700,7200,6900,7150,7400,6650,7850,8300,9100,8750
Iowa,IA,All Adult Hospitalizations,Medicare,37150,36350,35300,37500,37500,36550,35600,35950,40050,37850,34950,35750,37800,36750,34850,36300,37350,35600,34100,34450,38350,37250,34450,35850,35850,34150,32300,31950,32250,33750,32950,33800,33250,32900,30750,31250,32050,29950,29300,31700,32300,30650,29650,29050,28950,29550,28800,30650
Iowa,IA,All Adult Hospitalizations,Private,23150,23000,22350,22300,21850,21750,21800,21850,21800,21800,21600,21800,21000,21550,22300,22350,21750,21650,22150,22300,21900,21550,21550,21300,20800,20950,20250,19900,19100,19900,19950,20100,19450,19200,19950,19550,18350,18300,19200,19050,17550,18100,18700,18300,17200,18000,18200,18700
Iowa,IA,All Adult Hospitalizations,Uninsured,1900,2200,2450,2250,2150,2150,2400,2200,2250,2350,2300,2100,2050,2200,2500,2500,2350,2350,2200,2000,2150,2000,2100,2050,1900,2150,2050,2050,1800,2050,2150,1950,1800,1800,1850,1800,1600,1800,1850,1850,1750,1850,2050,2150,1150,1100,1000,950
Iowa,IA,Injury,Medicaid,200,200,200,150,150,200,150,200,150,200,250,250,200,300,300,300,200,250,300,300,300,300,300,300,350,350,400,300,350,350,450,350,350,400,450,400,350,450,400,300,300,350,350,250,400,400,500,450
Iowa,IA,Injury,Medicare,2000,2100,2100,2100,2000,2050,2050,2150,2050,2200,2100,2100,1850,2150,2050,2100,2000,2150,2050,2250,2250,2100,2100,2200,2150,1950,2050,1950,1950,1850,2050,2050,1850,1900,1900,1950,1850,1850,1800,1850,1850,1900,2050,1950,1950,1850,1850,2000
Iowa,IA,Injury,Private,1000,1000,1100,900,900,1000,1100,950,900,1000,1100,950,700,1000,1050,900,950,1000,1100,1000,950,950,1150,1000,900,1050,1050,850,800,900,1100,850,850,850,1050,850,800,900,1050,800,750,750,900,750,700,700,800,700
Iowa,IA,Injury,Uninsured,200,300,300,250,250,300,350,300,250,300,350,250,200,300,350,300,300,300,300,250,250,250,300,250,250,300,300,250,250,300,350,250,200,250,250,200,200,250,200,200,200,200,300,250,100,100,100,100
Iowa,IA,Maternal,Medicaid,2500,2350,2700,2700,2750,2600,2850,2850,3100,3000,3400,3250,3050,3200,3350,3300,3200,3100,3500,3400,3350,3300,3450,3350,3350,3350,3500,3400,3400,3350,3550,3400,3250,3150,3500,3150,3100,3150,3350,3150,3100,3100,3250,3100,3000,3100,3350,3150
Iowa,IA,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,IA,Maternal,Private,6300,6700,6650,6050,6100,6400,6400,6100,5900,6300,6300,6050,5950,6350,6650,6100,5900,6450,6700,6150,5900,6200,6350,5700,5850,6250,6250,5600,5550,6100,6000,5550,5400,5800,6350,5750,5350,5900,6300,5950,5600,6000,6400,6000,5750,6150,6500,6050
Iowa,IA,Maternal,Uninsured,300,250,350,300,350,300,300,250,250,300,300,300,300,250,350,350,350,300,250,200,200,200,200,200,200,200,200,150,100,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,200,200,150
Iowa,IA,Medical Cond-Asthma,Medicaid,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,100,50,50,50,100,50,50,50,50,50,100,100
Iowa,IA,Medical Cond-Asthma,Medicare,150,150,100,200,200,150,100,100,250,150,100,100,200,100,100,100,200,150,100,100,200,150,100,100,200,150,100,100,150,150,100,100,150,150,100,100,150,100,100,100,200,100,100,100,100,100,50,100
Iowa,IA,Medical Cond-Asthma,Private,150,150,100,200,150,100,100,150,200,150,100,150,150,100,100,150,150,100,100,100,150,150,100,100,100,100,100,150,150,100,100,100,100,100,50,100,100,50,50,100,100,100,50,50,100,50,100,100
Iowa,IA,Medical Cond-Asthma,Uninsured,50,,50,50,,50,50,50,50,50,,50,50,50,50,50,50,,50,50,50,,,50,,50,,50,50,,,50,,,,,,,50,,,,,50,,,,
Iowa,IA,Medical Cond-CHF,Medicaid,50,50,50,50,100,50,50,50,50,50,50,100,100,100,100,50,100,50,50,50,100,50,50,100,100,50,50,100,100,100,50,50,100,100,100,100,100,100,50,100,50,100,100,50,100,100,100,100
Iowa,IA,Medical Cond-CHF,Medicare,2100,1900,1750,2050,2150,1900,1750,1850,2200,2100,1750,1950,2200,2000,1750,1900,2150,1850,1700,1800,2100,1800,1600,1800,1950,1750,1600,1650,1800,1700,1600,1700,1700,1650,1450,1550,1650,1450,1400,1650,1600,1600,1300,1500,1550,1600,1400,1550
Iowa,IA,Medical Cond-CHF,Private,150,150,150,150,150,150,150,150,150,150,100,150,150,150,150,200,150,150,150,150,150,150,150,150,150,150,100,100,100,150,100,150,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,150
Iowa,IA,Medical Cond-CHF,Uninsured,,,50,50,,50,50,,50,50,,50,50,50,50,50,50,50,,,50,50,50,,,,,50,50,,,50,,,,,,,,,,,,,,,,
Iowa,IA,Medical Cond-Diabetes,Medicaid,100,100,100,100,100,100,100,100,100,100,100,100,150,100,150,150,100,150,100,100,150,150,150,150,150,150,150,150,150,150,150,150,150,200,150,150,150,150,150,150,150,150,200,150,200,200,200,250
Iowa,IA,Medical Cond-Diabetes,Medicare,300,300,250,300,300,300,350,300,300,300,250,250,300,250,300,300,250,250,250,250,250,300,300,300,300,250,250,250,200,300,250,250,250,250,250,250,250,250,200,250,250,250,200,200,250,250,250,200
Iowa,IA,Medical Cond-Diabetes,Private,200,200,200,200,200,200,200,200,200,150,200,200,200,200,200,200,200,200,200,150,200,200,200,200,200,200,200,200,200,200,200,200,200,150,200,200,200,150,200,200,200,200,250,200,200,200,200,200
Iowa,IA,Medical Cond-Diabetes,Uninsured,50,50,50,50,50,50,50,100,50,100,100,50,50,50,100,100,50,50,50,50,50,100,50,100,50,50,50,50,100,100,100,100,50,50,50,50,50,50,100,50,100,50,100,100,50,50,50,50
Iowa,IA,Medical Condition (All),Medicaid,1750,1800,1800,1850,1900,1800,1750,1800,1950,1850,2100,2150,2300,2250,2250,2100,2150,2150,2400,2200,2550,2450,2400,2500,2700,2600,2650,2600,2550,2650,2700,2700,2650,2800,2800,2650,2800,2600,2650,2550,2350,2500,2550,2150,2950,3100,3400,3350
Iowa,IA,Medical Condition (All),Medicare,25750,24600,23600,26300,26400,24750,23800,24250,28750,25750,23350,24300,26650,25050,23400,24950,26450,24400,23400,23600,27500,26150,23450,24900,25600,24000,22250,22300,22900,23700,22900,23650,24250,23300,21350,21900,23000,20800,20350,22550,23450,21350,20200,20100,20450,20700,19900,21650
Iowa,IA,Medical Condition (All),Private,8250,7900,7550,7850,7700,7400,7500,7450,8050,7400,7500,7250,7550,7100,7600,7750,7900,7500,7900,7650,8200,7800,7600,7500,7650,7350,6950,7000,6800,6850,7000,6900,7150,6800,6900,6500,6550,6150,6450,6150,5950,5950,6150,5700,5650,5850,5850,6050
Iowa,IA,Medical Condition (All),Uninsured,950,1050,1150,1100,1050,1050,1150,1050,1200,1150,1150,1050,1100,1100,1250,1200,1150,1200,1200,1050,1200,1100,1100,1100,1000,1150,1050,1100,950,1050,1100,1000,950,900,950,900,800,900,950,950,900,950,1050,1150,600,500,450,450
Iowa,IA,Mental Health,Medicaid,200,150,150,150,100,100,100,100,150,150,150,100,100,150,150,150,100,150,150,150,150,150,200,200,150,200,250,200,200,200,250,250,250,250,250,250,300,300,300,250,200,250,300,250,450,500,550,550
Iowa,IA,Mental Health,Medicare,300,250,250,250,300,300,300,250,300,250,300,250,250,250,250,250,250,300,250,250,250,300,250,250,250,300,250,200,200,250,250,200,200,200,200,200,200,150,200,200,200,200,200,150,150,200,200,200
Iowa,IA,Mental Health,Private,350,250,250,200,200,200,200,200,200,200,250,200,200,200,200,200,200,250,250,200,250,250,300,200,250,250,250,250,250,250,300,250,300,300,300,300,300,300,350,350,350,300,350,300,300,300,350,300
Iowa,IA,Mental Health,Uninsured,150,200,200,150,150,200,200,200,150,200,150,150,150,200,200,200,200,200,150,150,150,200,200,200,200,250,250,250,200,250,250,200,200,200,250,200,200,200,250,250,250,250,250,200,100,100,100,100
Iowa,IA,Surgical,Medicaid,700,750,700,750,750,750,750,700,700,700,950,950,950,1000,950,850,950,950,1000,950,1000,1000,950,1000,1050,1000,1000,900,1000,1150,1050,1050,1100,1100,1100,1050,1050,1000,1000,950,900,950,950,900,1050,1200,1250,1250
Iowa,IA,Surgical,Medicare,9050,9400,9350,8850,8800,9500,9400,9300,8950,9650,9150,9050,9050,9300,9150,9000,8650,8750,8350,8350,8300,8750,8650,8500,7850,7950,7800,7500,7200,7950,7800,7850,6950,7500,7350,7150,7000,7100,6950,7100,6850,7250,7200,6850,6400,6800,6800,6750
Iowa,IA,Surgical,Private,7350,7200,6800,7300,6900,6750,6600,7150,6750,6900,6400,7350,6650,6900,6750,7350,6750,6450,6200,7350,6650,6400,6150,6850,6150,6050,5700,6250,5700,5850,5550,6550,5800,5450,5400,6150,5350,5100,5050,5800,4900,5100,4900,5550,4850,4950,4700,5600
Iowa,IA,Surgical,Uninsured,300,400,450,400,350,300,400,400,400,400,400,400,350,350,350,450,350,400,300,350,300,300,300,300,300,300,300,300,300,300,350,300,250,300,300,250,250,250,250,300,250,250,300,350,200,200,150,150
Kansas,KS,All Adult Hospitalizations,Medicaid,6200,5950,6200,6350,6600,6500,6700,6950,7200,7250,7450,7000,7350,7100,7400,6850,6250,5950,6800,6400,6600,6350,6550,6300,6150,6350,6650,6600,6150,6350,6550,6050,6400,6400,6600,6250,6250,5500,5700,5450,4900,5000,5450,5400,,,,
Kansas,KS,All Adult Hospitalizations,Medicare,29500,27800,27150,29150,31200,29700,28600,29150,32300,30150,28900,29350,34950,31150,30200,30600,31350,29400,28800,28750,32400,29400,27900,28350,29250,27900,27000,27000,28000,27500,26850,27900,29500,27950,26500,26850,29400,26750,25750,26650,28750,26150,25650,24700,,,,
Kansas,KS,All Adult Hospitalizations,Private,23500,22750,22450,22600,20050,21300,22500,22050,21150,21800,22100,21150,21750,21700,22150,21500,21500,21850,22000,21350,21500,20800,21400,20600,19900,20250,20250,19950,19150,19050,19250,19150,18400,19000,19100,18850,18600,18550,19000,18700,17000,17750,18000,17400,,,,
Kansas,KS,All Adult Hospitalizations,Uninsured,2400,2650,3150,3150,3150,3250,3650,3500,3350,2900,3050,2900,3100,3450,4000,3900,4050,4450,4550,3800,4150,4000,4550,4350,4150,4550,4600,4350,4400,4500,4850,4400,4000,4150,4400,4150,4250,4550,4750,4400,3950,4250,4350,3700,,,,
Kansas,KS,Injury,Medicaid,200,200,200,200,200,250,200,200,200,250,200,200,200,250,250,200,150,150,200,150,150,200,150,200,150,150,200,150,150,200,150,150,200,200,200,150,200,150,200,150,150,150,150,100,,,,
Kansas,KS,Injury,Medicare,1550,1700,1650,1750,1900,1800,1750,1850,1850,1850,1850,1900,1850,1950,2000,1900,2100,1850,1950,1950,1750,1800,1800,1850,1800,1800,1750,1800,1700,1750,1700,1750,1700,1700,1750,1750,1600,1700,1700,1700,1650,1750,1750,1750,,,,
Kansas,KS,Injury,Private,800,900,1000,950,800,950,1050,800,750,1000,950,800,700,900,1000,800,850,900,1000,850,650,800,950,800,650,850,900,700,650,750,900,800,700,850,900,750,650,850,900,700,500,650,750,650,,,,
Kansas,KS,Injury,Uninsured,250,300,400,350,350,350,450,300,300,350,350,300,250,350,450,350,400,450,550,400,350,450,500,400,400,450,500,450,450,450,500,450,400,450,500,400,300,500,500,400,350,450,400,350,,,,
Kansas,KS,Maternal,Medicaid,2600,2500,2900,3000,3000,2950,3100,3200,3350,3450,3600,3400,3500,3350,3600,3500,3050,2900,3450,3250,3100,3050,3100,2950,2900,2950,3250,3300,3000,2900,3250,2950,2950,2900,3150,2900,2750,2400,2650,2450,2400,2400,2650,2650,,,,
Kansas,KS,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,KS,Maternal,Private,6650,6500,6450,6100,5550,6100,6500,6200,5600,6050,6250,5850,5950,6250,6650,6050,6300,6550,6750,6250,6100,6200,6550,5950,5850,6100,6150,5750,5650,5750,5950,5650,5350,5800,6000,5800,5600,5850,6250,5900,5200,5600,5950,5550,,,,
Kansas,KS,Maternal,Uninsured,300,350,450,450,400,400,450,600,450,400,550,450,450,500,600,650,600,600,650,550,600,600,750,750,650,700,700,650,600,650,650,550,400,500,550,550,500,450,600,650,450,400,450,400,,,,
Kansas,KS,Medical Cond-Asthma,Medicaid,50,50,50,100,100,50,100,50,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,,,,
Kansas,KS,Medical Cond-Asthma,Medicare,150,150,100,150,200,150,100,150,250,150,100,150,250,150,100,150,150,100,100,150,250,150,100,100,200,150,100,150,200,150,100,100,150,150,100,150,150,100,100,150,150,100,100,100,,,,
Kansas,KS,Medical Cond-Asthma,Private,200,150,100,200,150,150,150,200,250,150,100,150,200,100,150,150,150,150,100,100,200,150,100,100,150,100,150,200,150,100,100,100,100,100,50,100,150,50,50,100,100,100,100,50,,,,
Kansas,KS,Medical Cond-Asthma,Uninsured,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,,,,
Kansas,KS,Medical Cond-CHF,Medicaid,100,100,100,100,100,100,100,50,50,50,50,100,100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
Kansas,KS,Medical Cond-CHF,Medicare,1750,1650,1500,1650,1950,1850,1600,1650,1900,1750,1500,1750,2000,1750,1550,1750,1850,1600,1450,1550,1650,1500,1250,1450,1550,1450,1250,1500,1550,1450,1250,1300,1500,1350,1200,1400,1500,1250,1200,1300,1350,1300,1150,1150,,,,
Kansas,KS,Medical Cond-CHF,Private,150,150,150,150,150,150,100,150,150,150,100,150,150,150,100,150,150,150,100,100,150,100,100,100,150,100,100,100,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
Kansas,KS,Medical Cond-CHF,Uninsured,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
